Employee ID,Job Title,Service Area,Department,Specialty,Sub-Specialty,BRP Index,Self Leadership,Innovation Capacity,Learning Capacity,Resilience,Exercise,Nutrition,Sleep/Wake,Social Safety,Goal Directedness,Collective Creativity,Learning,Abstraction,Executive Function,Quieting the Mind
21030,Groundskeeper II,Administration,Finance,Facilities Management,Groundskeeping,55,51,57,59,54,33,35,76,43,58,36,64,36,37,80
25989,Groundskeeper II,Administration,Finance,Facilities Management,Groundskeeping,58,60,56,58,58,65,78,33,66,30,66,71,72,72,52
40536,Lead Groundskeeper,Administration,Finance,Facilities Management,Groundskeeping,61,63,51,69,59,66,63,50,50,62,45,80,38,58,70
20561,Lead Groundskeeper,Administration,Finance,Facilities Management,Groundskeeping,59,68,54,54,58,57,47,51,79,68,69,62,55,64,39
29303,Lead Groundskeeper,Administration,Finance,Facilities Management,Groundskeeping,52,58,50,46,53,80,44,35,69,68,74,42,60,52,30
40995,"Supervisor, Groundskeeping",Administration,Finance,Facilities Management,Groundskeeping,58,57,54,63,58,75,44,33,35,60,31,67,72,66,80
868,Admissions Specialist I,Administration,Finance,Admissions,Hematology,53,51,51,58,52,75,77,57,49,61,37,52,67,40,41
16854,Admissions Specialist I,Administration,Finance,Admissions,Hematology,54,54,53,64,46,68,69,31,30,58,53,77,74,50,52
2469,Director of Home Care and Hospice,Remote Clinics,Bristol Regional Clinic,Medical Services,Hospice,45,53,42,36,47,47,40,33,62,22,39,57,68,69,26
36974,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Hospice,39,35,39,42,40,55,48,34,22,48,26,25,51,44,46
4027,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Hospice,48,47,46,45,53,57,48,58,62,63,34,23,47,40,46
44649,Registered Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Hospice,45,35,56,42,47,61,21,65,20,66,57,23,45,32,58
43271,Director of Home Care and Hospice,Remote Clinics,Clinton Regional Clinic,Medical Services,Hospice,47,47,44,57,39,24,67,20,21,59,33,39,62,70,61
38080,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Hospice,38,36,37,45,33,57,65,35,24,55,69,38,22,28,22
4395,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Hospice,42,30,56,36,46,21,30,66,53,23,41,22,49,21,67
13493,Registered Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Hospice,50,45,54,52,49,51,44,54,38,34,60,67,37,40,64
10619,Licensed Practical Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Hospice,44,38,49,46,42,29,58,61,49,55,62,26,27,23,46
34177,Licensed Practical Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Hospice,54,59,47,52,57,52,64,59,63,38,34,64,52,69,43
29980,Registered Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Hospice,43,47,43,45,35,39,25,27,30,56,52,61,54,39,38
4321,Director of Home Care and Hospice,Remote Clinics,Franklin Regional Clinic,Medical Services,Hospice,45,47,46,40,45,34,57,28,66,31,49,32,68,59,40
32318,Licensed Practical Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Hospice,48,55,38,49,50,41,53,41,53,57,25,42,42,69,44
12137,Licensed Practical Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Hospice,38,34,41,45,32,23,49,27,29,43,49,36,34,28,52
24718,Registered Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Hospice,45,45,53,37,46,42,31,52,45,35,66,45,56,56,37
9943,Director of Home Care and Hospice,Remote Clinics,Greenville Regional Clinic,Medical Services,Hospice,40,31,46,48,36,44,67,36,22,28,43,46,56,26,50
370,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Hospice,51,57,50,52,45,20,59,54,68,68,46,45,63,47,36
20966,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Hospice,42,42,36,51,38,50,57,24,43,46,36,52,34,26,49
40333,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Hospice,48,52,49,39,53,27,37,63,70,41,43,35,48,61,43
32217,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Hospice,50,57,42,54,47,44,61,38,66,65,22,50,68,47,39
5100,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Hospice,48,42,56,53,42,39,42,65,28,68,49,49,56,22,54
2169,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Hospice,42,44,42,35,48,56,35,56,52,22,38,55,43,46,29
9262,Director of Home Care and Hospice,Remote Clinics,Lebanon Regional Clinic,Medical Services,Hospice,45,38,49,44,47,69,55,50,44,43,68,34,35,30,43
30489,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Hospice,39,38,46,36,37,35,29,45,20,57,44,25,63,51,32
25559,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Hospice,48,42,53,59,39,20,46,54,26,70,49,49,41,24,69
33171,Registered Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Hospice,40,39,47,36,37,42,32,48,44,24,62,62,53,26,26
3579,Director of Home Care and Hospice,Remote Clinics,Springfield Regional Clinic,Medical Services,Hospice,84,89,79,87,80,73,77,70,98,97,90,89,71,73,86
3560,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Hospice,77,75,76,82,75,61,99,94,65,84,75,70,60,80,74
34210,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Hospice,78,74,81,79,78,68,81,82,80,70,90,76,61,69,90
28932,Registered Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Hospice,82,86,78,88,77,89,74,63,75,97,72,96,94,77,83
19686,Director of Home Care and Hospice,Remote Clinics,Washington Regional Clinic,Medical Services,Hospice,45,52,37,52,38,28,60,54,22,68,22,55,46,62,24
3375,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Hospice,39,35,32,46,42,61,61,26,22,25,28,46,21,46,53
14392,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Hospice,39,30,40,46,38,32,61,24,46,32,30,23,37,20,69
19676,Registered Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Hospice,50,47,49,61,44,64,66,33,26,62,51,60,57,40,55
30795,Director of Human Resources,Remote Clinics,Bristol Regional Clinic,Administration,Human Resources,53,55,49,57,50,47,50,32,47,65,52,46,46,60,66
40272,Human Resources Specialist,Remote Clinics,Bristol Regional Clinic,Administration,Human Resources,57,55,53,56,62,73,38,53,47,38,53,72,33,61,74
41492,Human Resources Specialist,Remote Clinics,Bristol Regional Clinic,Administration,Human Resources,69,70,74,64,69,68,36,80,56,76,76,75,69,72,69
26446,Director of Human Resources,Remote Clinics,Clinton Regional Clinic,Administration,Human Resources,56,50,66,56,53,58,43,48,35,77,78,33,66,54,70
21077,Human Resources Specialist,Remote Clinics,Clinton Regional Clinic,Administration,Human Resources,53,46,59,61,44,42,49,37,32,67,57,52,66,32,76
33538,Human Resources Specialist,Remote Clinics,Clinton Regional Clinic,Administration,Human Resources,51,53,47,49,55,63,64,62,46,33,46,64,46,68,35
17970,Director of Human Resources,Remote Clinics,Fairview Regional Clinic,Administration,Human Resources,50,55,41,51,51,68,34,32,63,66,47,51,31,38,53
45313,Human Resources Specialist,Remote Clinics,Fairview Regional Clinic,Administration,Human Resources,61,67,62,64,51,42,64,45,55,79,80,69,77,66,45
1468,Human Resources Specialist,Remote Clinics,Fairview Regional Clinic,Administration,Human Resources,67,75,60,64,68,69,66,80,74,78,77,70,43,76,41
41027,Director of Human Resources,Remote Clinics,Franklin Regional Clinic,Administration,Human Resources,56,60,49,58,58,38,67,68,75,49,32,63,40,54,54
24610,Human Resources Specialist,Remote Clinics,Franklin Regional Clinic,Administration,Human Resources,51,48,53,54,47,54,46,43,45,75,41,36,68,35,59
49697,Human Resources Specialist,Remote Clinics,Franklin Regional Clinic,Administration,Human Resources,60,62,56,59,64,63,60,40,77,52,74,52,38,68,73
12476,Director of Human Resources,Remote Clinics,Greenville Regional Clinic,Administration,Human Resources,51,52,48,56,46,48,59,30,37,65,53,45,54,59,56
48109,Human Resources Specialist,Remote Clinics,Greenville Regional Clinic,Administration,Human Resources,51,46,61,51,46,32,75,52,37,33,78,52,67,63,45
29803,Human Resources Specialist,Remote Clinics,Greenville Regional Clinic,Administration,Human Resources,47,44,54,48,43,38,34,34,38,65,40,31,80,43,63
44438,Human Resources Specialist,Remote Clinics,Greenville Regional Clinic,Administration,Human Resources,51,52,57,44,51,35,60,67,72,37,72,48,56,49,31
3906,Human Resources Specialist,Remote Clinics,Greenville Regional Clinic,Administration,Human Resources,58,64,55,54,58,55,36,69,64,72,76,62,31,58,45
14364,Director of Human Resources,Remote Clinics,Lebanon Regional Clinic,Administration,Human Resources,58,53,65,63,51,49,74,45,67,49,78,66,75,31,61
2841,Human Resources Specialist,Remote Clinics,Lebanon Regional Clinic,Administration,Human Resources,55,57,47,55,59,80,34,32,73,67,40,48,43,40,71
36273,Human Resources Specialist,Remote Clinics,Lebanon Regional Clinic,Administration,Human Resources,66,66,67,69,60,55,67,74,78,75,65,77,71,35,56
23722,Director of Human Resources,Remote Clinics,Springfield Regional Clinic,Administration,Human Resources,67,70,65,68,64,57,66,73,57,80,63,68,63,75,59
44756,Human Resources Specialist,Remote Clinics,Springfield Regional Clinic,Administration,Human Resources,57,55,62,47,64,71,41,74,52,35,75,63,47,71,50
6629,Human Resources Specialist,Remote Clinics,Springfield Regional Clinic,Administration,Human Resources,52,60,44,45,57,37,41,68,73,44,31,54,38,69,40
11447,Director of Human Resources,Remote Clinics,Washington Regional Clinic,Administration,Human Resources,50,56,45,49,50,40,80,43,64,38,40,47,64,74,31
11202,Human Resources Specialist,Remote Clinics,Washington Regional Clinic,Administration,Human Resources,49,50,54,43,50,49,44,60,65,55,44,37,75,41,35
41132,Human Resources Specialist,Remote Clinics,Washington Regional Clinic,Administration,Human Resources,60,68,53,56,62,38,38,52,76,48,40,70,53,76,68
17699,Admissions Specialist II,Administration,Finance,Admissions,Infectious Diseases,56,52,59,60,54,39,57,47,44,69,52,35,58,61,79
34111,Director of Information Systems,Remote Clinics,Bristol Regional Clinic,Administration,Information Systems,41,41,37,47,39,44,65,44,51,57,42,33,28,23,32
41835,Information Technology Support Specialist,Remote Clinics,Bristol Regional Clinic,Administration,Information Systems,46,47,39,51,45,40,67,48,23,66,39,27,26,70,43
44548,Information Technology Support Specialist,Remote Clinics,Bristol Regional Clinic,Administration,Information Systems,40,30,51,42,36,35,50,52,27,40,39,33,66,21,46
22263,Director of Information Systems,Remote Clinics,Clinton Regional Clinic,Administration,Information Systems,45,42,44,53,42,22,59,56,21,63,28,32,32,53,58
42450,Information Technology Support Specialist,Remote Clinics,Clinton Regional Clinic,Administration,Information Systems,50,42,53,54,51,49,66,58,32,55,29,31,60,49,65
44408,Information Technology Support Specialist,Remote Clinics,Clinton Regional Clinic,Administration,Information Systems,32,27,33,41,26,26,62,25,21,33,47,30,20,22,38
22155,Director of Information Systems,Remote Clinics,Fairview Regional Clinic,Administration,Information Systems,51,57,43,59,43,29,69,24,47,58,62,59,37,65,49
25162,Information Technology Support Specialist,Remote Clinics,Fairview Regional Clinic,Administration,Information Systems,45,45,38,49,48,66,54,43,59,58,38,37,23,25,46
1204,Director of Information Systems,Remote Clinics,Franklin Regional Clinic,Administration,Information Systems,36,41,37,34,33,20,37,41,38,56,42,23,42,46,21
26250,Information Technology Support Specialist,Remote Clinics,Franklin Regional Clinic,Administration,Information Systems,50,42,50,59,47,41,67,55,23,58,33,41,43,45,69
39930,Director of Information Systems,Remote Clinics,Greenville Regional Clinic,Administration,Information Systems,41,45,35,42,41,59,25,21,31,64,31,34,43,51,44
3109,Information Technology Support Specialist,Remote Clinics,Greenville Regional Clinic,Administration,Information Systems,44,41,42,44,48,38,48,63,52,40,28,38,27,34,51
1042,Information Technology Support Specialist,Remote Clinics,Greenville Regional Clinic,Administration,Information Systems,52,51,53,50,52,22,48,58,66,67,26,20,65,52,63
24751,Information Technology Support Specialist,Remote Clinics,Greenville Regional Clinic,Administration,Information Systems,45,49,36,48,45,69,50,62,21,64,38,57,22,52,20
30962,Information Technology Support Specialist,Remote Clinics,Greenville Regional Clinic,Administration,Information Systems,49,51,47,55,44,50,52,30,58,50,62,66,41,30,53
37136,Director of Information Systems,Remote Clinics,Lebanon Regional Clinic,Administration,Information Systems,55,59,50,55,55,47,42,70,61,57,38,69,39,48,51
29193,Information Technology Support Specialist,Remote Clinics,Lebanon Regional Clinic,Administration,Information Systems,50,49,55,43,53,54,22,45,69,67,56,23,61,37,58
47629,Information Technology Support Specialist,Remote Clinics,Lebanon Regional Clinic,Administration,Information Systems,42,37,37,45,50,65,61,32,59,23,28,35,27,31,61
16025,Director of Information Systems,Remote Clinics,Springfield Regional Clinic,Administration,Information Systems,40,40,41,35,42,47,29,62,20,32,45,54,31,54,26
46189,Information Technology Support Specialist,Remote Clinics,Springfield Regional Clinic,Administration,Information Systems,41,38,46,37,41,22,31,54,40,35,62,36,20,40,47
3422,Information Technology Support Specialist,Remote Clinics,Springfield Regional Clinic,Administration,Information Systems,40,37,44,44,36,55,48,50,22,57,40,44,57,25,28
8266,Director of Information Systems,Remote Clinics,Washington Regional Clinic,Administration,Information Systems,46,45,46,42,50,32,26,70,38,27,26,59,31,54,55
16624,Information Technology Support Specialist,Remote Clinics,Washington Regional Clinic,Administration,Information Systems,46,48,46,43,46,30,54,37,52,30,40,44,63,66,45
39180,Information Technology Support Specialist,Remote Clinics,Washington Regional Clinic,Administration,Information Systems,43,50,39,41,40,26,26,57,33,46,45,65,25,57,27
44165,Application Developer,Administration,Health Information Management,Development,Inpatient Clinical Applications,61,63,61,55,66,67,40,77,62,53,76,68,32,67,58
46959,Application Developer,Administration,Health Information Management,Development,Inpatient Clinical Applications,55,60,50,56,54,50,61,63,72,50,51,73,46,46,40
45199,Manager of Inpatient Clinical Applications,Administration,Health Information Management,Development,Inpatient Clinical Applications,59,49,66,54,65,68,45,74,68,36,54,56,55,36,79
10987,Sr. Application Developer,Administration,Health Information Management,Development,Inpatient Clinical Applications,57,47,66,57,59,60,63,75,53,41,53,53,65,39,69
49973,Sr. Application Developer,Administration,Health Information Management,Development,Inpatient Clinical Applications,59,65,57,62,52,60,71,53,59,68,80,77,63,56,32
11363,Audit Director,Administration,Finance,Financial Planning and Operations,Internal Audit,54,45,54,53,62,62,63,68,71,41,30,35,45,34,74
14047,Auditor,Administration,Finance,Financial Planning and Operations,Internal Audit,61,60,57,65,60,72,76,65,38,64,42,65,67,72,55
16562,Auditor,Administration,Finance,Financial Planning and Operations,Internal Audit,46,48,49,45,43,30,51,45,52,36,38,55,74,50,37
38352,Sr. Auditor,Administration,Finance,Financial Planning and Operations,Internal Audit,49,49,52,44,49,59,30,55,30,51,71,54,38,59,42
2686,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Internal Medicine,56,47,63,52,62,76,63,67,39,39,70,45,54,66,62
24328,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Internal Medicine,49,48,46,51,49,73,79,34,36,43,69,48,46,66,35
20915,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Internal Medicine,59,55,66,55,58,34,70,78,51,41,72,56,60,72,54
32092,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Internal Medicine,46,46,49,46,44,35,32,49,52,67,64,32,31,33,52
38843,Physician,Remote Clinics,Bristol Regional Clinic,Medical Services,Internal Medicine,56,62,44,59,58,69,76,33,66,66,48,44,43,70,50
6274,Physician,Remote Clinics,Bristol Regional Clinic,Medical Services,Internal Medicine,59,59,55,59,62,58,57,70,62,46,49,70,41,58,61
4332,Registered Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Internal Medicine,50,53,48,46,53,44,56,66,61,51,46,40,42,58,37
14982,Registered Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Internal Medicine,49,46,49,57,45,49,78,46,35,60,60,40,41,47,49
47464,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Internal Medicine,52,56,54,46,50,69,31,43,67,52,67,68,71,37,34
21035,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Internal Medicine,54,50,57,51,57,43,45,57,63,44,66,43,33,51,72
38151,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Internal Medicine,61,63,59,63,59,57,77,60,57,55,58,70,67,69,51
12051,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Internal Medicine,57,48,65,51,64,59,70,69,61,31,70,36,53,64,67
2674,Physician,Remote Clinics,Clinton Regional Clinic,Medical Services,Internal Medicine,48,48,50,45,48,53,49,63,49,37,52,62,54,45,31
23807,Physician,Remote Clinics,Clinton Regional Clinic,Medical Services,Internal Medicine,50,53,57,41,50,32,33,61,59,55,50,35,79,61,39
33925,Registered Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Internal Medicine,56,60,52,54,56,74,41,53,38,54,34,76,76,72,45
6929,Registered Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Internal Medicine,58,57,53,70,52,34,75,57,42,75,50,55,31,54,74
26617,Licensed Practical Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Internal Medicine,54,51,56,52,56,38,74,61,53,38,52,41,54,72,56
19366,Licensed Practical Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Internal Medicine,57,61,48,56,61,76,68,56,73,62,48,52,47,57,42
28860,Licensed Practical Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Internal Medicine,58,63,56,60,53,58,60,31,52,70,73,58,67,73,51
14275,Physician,Remote Clinics,Franklin Regional Clinic,Medical Services,Internal Medicine,60,64,62,53,60,44,46,77,74,68,79,53,46,61,45
49968,Registered Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Internal Medicine,64,64,65,55,71,64,54,74,73,30,50,73,71,80,63
3793,Registered Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Internal Medicine,54,52,63,48,54,37,30,43,61,52,63,36,73,57,73
29421,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,58,55,62,57,56,42,66,55,76,44,78,55,54,46,61
49849,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,62,68,53,71,56,41,71,34,62,59,71,80,35,72,73
13356,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,58,55,67,53,57,38,55,52,51,44,74,48,79,78,64
17836,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,56,61,55,53,56,52,34,70,53,72,58,60,45,58,47
30513,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,54,57,52,52,55,44,70,59,57,37,65,60,43,75,39
35188,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,59,63,52,57,65,72,64,32,77,58,80,38,31,79,66
47450,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,58,61,54,58,60,65,58,79,48,63,45,69,50,65,43
15236,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,59,64,52,71,50,42,68,32,51,69,72,79,36,55,68
29854,Physician,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,54,54,49,47,65,56,64,74,67,35,33,37,37,78,52
1312,Physician,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,57,67,45,64,51,34,70,30,60,50,57,80,37,76,54
5011,Physician,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,52,53,49,48,56,56,34,58,33,58,40,44,41,77,56
19439,Physician,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,57,57,56,56,60,36,38,74,44,35,43,77,31,70,75
40365,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,57,50,56,55,66,70,76,66,56,30,32,45,58,69,69
44063,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,56,60,55,57,53,41,70,54,57,39,41,75,80,70,43
33710,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,71,69,73,77,66,52,79,75,44,71,78,80,60,79,79
48875,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Internal Medicine,50,48,48,47,55,52,68,60,57,31,35,45,52,59,45
37131,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Internal Medicine,58,68,47,56,60,43,37,57,80,80,33,48,38,62,60
15614,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Internal Medicine,49,46,50,60,40,43,73,31,30,58,77,56,38,41,54
35379,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Internal Medicine,57,51,70,54,53,43,32,78,42,56,65,64,75,40,62
31265,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Internal Medicine,63,75,61,53,61,48,33,72,73,79,67,67,72,79,32
40648,Physician,Remote Clinics,Lebanon Regional Clinic,Medical Services,Internal Medicine,61,64,56,60,62,76,64,53,77,68,47,57,72,53,52
5431,Physician,Remote Clinics,Lebanon Regional Clinic,Medical Services,Internal Medicine,61,59,65,61,59,34,70,72,54,37,64,73,62,72,63
30676,Registered Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Internal Medicine,57,60,52,52,65,61,37,40,79,42,52,49,36,68,79
4741,Registered Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Internal Medicine,53,44,62,55,50,39,59,59,41,51,67,43,54,42,68
36482,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Internal Medicine,59,56,60,57,64,65,72,42,64,51,73,33,50,75,73
43956,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Internal Medicine,53,61,49,48,52,48,37,49,57,58,34,60,76,70,35
8015,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Internal Medicine,73,67,76,70,78,65,70,68,75,58,63,53,75,82,98
20860,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Internal Medicine,67,64,66,68,69,78,74,72,62,55,76,74,46,65,70
48381,Physician,Remote Clinics,Springfield Regional Clinic,Medical Services,Internal Medicine,66,65,61,55,81,70,33,72,92,51,42,42,35,76,95
31064,Physician,Remote Clinics,Springfield Regional Clinic,Medical Services,Internal Medicine,71,62,80,56,86,90,50,97,60,36,64,54,74,98,84
29107,Registered Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Internal Medicine,74,76,65,61,93,99,35,92,97,78,31,41,47,86,89
45076,Registered Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Internal Medicine,68,77,54,61,80,70,53,89,99,49,34,80,32,81,60
29482,Registered Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Internal Medicine,71,76,70,62,77,68,36,67,92,72,66,60,67,81,79
14418,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Internal Medicine,63,62,63,61,64,71,55,67,74,79,76,48,47,46,61
3271,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Internal Medicine,51,50,57,48,50,62,51,57,56,38,68,65,65,41,36
20769,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Internal Medicine,52,58,50,56,42,31,54,33,74,66,73,61,52,30,41
12805,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Internal Medicine,59,66,57,61,50,50,58,33,48,67,77,73,72,74,46
25008,Physician,Remote Clinics,Washington Regional Clinic,Medical Services,Internal Medicine,52,48,53,54,52,40,75,79,43,35,39,61,48,54,45
44631,Physician,Remote Clinics,Washington Regional Clinic,Medical Services,Internal Medicine,57,48,61,63,57,54,64,79,38,48,38,64,53,41,74
28867,Registered Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Internal Medicine,56,60,49,65,51,77,58,31,58,67,51,80,59,33,55
40856,Registered Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Internal Medicine,53,53,57,47,54,31,38,46,75,45,37,38,77,53,66
44622,Electrician,Administration,Finance,Facilities Management,Maintenance Shop,64,70,59,62,66,53,54,79,71,66,31,71,67,71,58
45304,Electrician,Administration,Finance,Facilities Management,Maintenance Shop,59,67,53,65,52,46,49,53,48,80,41,78,65,61,54
29670,Maintenance Shop Supervisor,Administration,Finance,Facilities Management,Maintenance Shop,59,58,55,62,59,79,65,55,64,74,41,52,67,40,57
36147,Maintenance Shop Technician,Administration,Finance,Facilities Management,Maintenance Shop,56,51,55,59,59,78,60,30,51,45,32,49,78,57,80
12828,Maintenance Shop Technician,Administration,Finance,Facilities Management,Maintenance Shop,53,57,48,61,44,60,61,47,38,80,66,69,43,39,35
25701,Admissions Specialist III,Administration,Finance,Admissions,Nephrology and Hypertension,63,65,61,65,60,47,67,73,79,74,40,61,73,44,56
13560,Admissions Specialist I,Administration,Finance,Admissions,Neurology,57,52,69,53,54,31,49,47,39,33,78,58,76,79,73
22106,Admissions Specialist I,Administration,Finance,Admissions,Neurology,53,45,60,59,48,46,48,44,39,57,78,53,39,32,79
47600,Admissions Specialist I,Administration,Finance,Admissions,Neurosurgery,58,54,57,61,60,61,54,59,61,34,42,79,47,42,78
36122,Admissions Specialist I,Administration,Finance,Admissions,Obstetrics and Gynecology,48,43,54,44,52,52,69,70,32,35,52,35,60,70,35
17807,Admissions Specialist I,Administration,Finance,Admissions,Obstetrics and Gynecology,56,61,54,51,57,45,53,48,80,34,67,68,54,63,47
25538,Admissions Specialist II,Administration,Finance,Admissions,Obstetrics and Gynecology,58,71,46,63,52,38,62,32,64,63,48,79,56,79,48
2561,Admissions Specialist II,Administration,Finance,Admissions,Obstetrics and Gynecology,63,65,53,68,65,75,51,54,43,64,41,78,40,74,77
49122,Admissions Specialist I,Administration,Finance,Admissions,Occupational Medicine,50,52,52,54,41,50,38,47,35,75,62,63,59,33,40
18704,Admissions Specialist II,Administration,Finance,Admissions,Occupational Medicine,54,51,58,54,51,52,76,37,64,51,80,39,66,50,50
8585,Admissions Specialist III,Administration,Finance,Admissions,Occupational Medicine,51,54,45,53,50,30,34,48,75,53,30,55,35,31,68
14903,Admissions Specialist I,Administration,Finance,Admissions,Oncology,62,64,59,66,60,62,55,77,34,75,70,78,30,69,57
32858,Admissions Specialist I,Administration,Finance,Admissions,Oncology,62,72,51,61,62,71,76,47,77,73,41,58,77,79,38
19959,Admissions Specialist I,Administration,Finance,Admissions,Ophthalmology,59,48,65,66,56,56,80,75,43,48,72,65,42,34,70
39752,Admissions Specialist II,Administration,Finance,Admissions,Ophthalmology,54,56,55,49,56,60,53,48,72,47,67,49,58,54,48
44646,Admissions Specialist II,Administration,Finance,Admissions,Oral and Maxillofacial Surgery,54,46,55,54,59,50,66,63,39,40,47,35,36,69,74
26344,Admissions Specialist I,Administration,Finance,Admissions,Orthopedic Surgery,55,62,56,51,49,38,38,57,59,60,62,72,68,57,35
12941,Admissions Specialist II,Administration,Finance,Admissions,Orthopedic Surgery,64,63,62,67,63,45,67,64,53,48,39,74,66,75,80
36600,Admissions Specialist II,Administration,Finance,Admissions,Orthopedic Surgery,54,65,45,59,47,42,53,33,76,62,56,79,48,44,42
2987,Admissions Specialist III,Administration,Finance,Admissions,Orthopedic Surgery,62,66,56,54,70,77,30,65,80,77,49,44,43,64,65
